trial,type,wf,response,RT,correct,subj,length,delay,block
17,lure,HF,0,1.228000045,1,14,Long,Delay,b0
18,target,HF,1,0.859000027,1,14,Long,Delay,b0
19,lure,HF,0,1.677000046,1,14,Long,Delay,b0
20,lure,HF,0,1.524000049,1,14,Long,Delay,b0
21,target,HF,0,0.787,0,14,Long,Delay,b0
22,lure,HF,0,0.651000023,1,14,Long,Delay,b0
23,lure,HF,0,0.81099999,1,14,Long,Delay,b0
24,lure,HF,0,0.708000004,1,14,Long,Delay,b1
25,target,HF,0,0.635999978,0,14,Long,Delay,b1
26,lure,LF,0,0.587000012,1,14,Long,Delay,b1
27,target,HF,1,1.5,1,14,Long,Delay,b1
28,lure,LF,0,0.772000015,1,14,Long,Delay,b1
29,target,LF,0,1.427999973,0,14,Long,Delay,b1
30,lure,LF,0,1.131000042,1,14,Long,Delay,b1
31,lure,LF,0,0.666999996,1,14,Long,Delay,b1
32,lure,HF,0,2.539000034,1,14,Long,Delay,b1
33,lure,HF,0,0.620000005,1,14,Long,Delay,b1
34,lure,LF,0,0.643000007,1,14,Long,Delay,b1
35,target,LF,1,0.731000006,1,14,Long,Delay,b1
36,target,LF,1,0.723999977,1,14,Long,Delay,b1
37,target,HF,1,0.579999983,1,14,Long,Delay,b1
38,target,LF,1,0.619000018,1,14,Long,Delay,b1
39,target,LF,1,0.579999983,1,14,Long,Delay,b1
40,target,HF,1,0.731000006,1,14,Long,Delay,b1
41,target,LF,1,0.628000021,1,14,Long,Delay,b1
42,target,HF,1,0.708999991,1,14,Long,Delay,b1
43,target,LF,1,0.555999994,1,14,Long,Delay,b1
44,lure,HF,0,2.243999958,1,14,Long,Delay,b1
45,lure,LF,0,0.939999998,1,14,Long,Delay,b1
46,target,HF,0,1.922999978,0,14,Long,Delay,b1
47,target,HF,0,0.837000012,0,14,Long,Delay,b1
48,lure,LF,0,0.683000028,1,14,Long,Delay,b2
49,target,HF,1,1.036999941,1,14,Long,Delay,b2
50,lure,HF,0,0.788999975,1,14,Long,Delay,b2
51,lure,HF,0,0.867999971,1,14,Long,Delay,b2
52,target,HF,0,2.915999889,0,14,Long,Delay,b2
53,target,HF,1,1.139999986,1,14,Long,Delay,b2
54,lure,HF,1,1.467000008,0,14,Long,Delay,b2
55,lure,HF,0,0.773000002,1,14,Long,Delay,b2
56,target,LF,1,1.195000052,1,14,Long,Delay,b2
57,target,HF,1,0.626999974,1,14,Long,Delay,b2
58,target,LF,0,1.17900002,0,14,Long,Delay,b2
59,target,HF,1,0.842999995,1,14,Long,Delay,b2
60,lure,LF,0,0.731000006,1,14,Long,Delay,b2
61,target,LF,1,0.757000029,1,14,Long,Delay,b2
62,target,LF,1,0.796000004,1,14,Long,Delay,b2
63,lure,HF,0,1.052000046,1,14,Long,Delay,b2
64,target,HF,1,0.74000001,1,14,Long,Delay,b2
65,target,LF,1,1.220000029,1,14,Long,Delay,b2
66,lure,HF,0,1.292000055,1,14,Long,Delay,b2
67,lure,LF,0,0.907000005,1,14,Long,Delay,b2
68,lure,LF,0,0.787999988,1,14,Long,Delay,b2
69,target,LF,0,1.034999967,0,14,Long,Delay,b2
70,target,LF,1,1.090999961,1,14,Long,Delay,b2
71,target,LF,0,0.837000012,0,14,Long,Delay,b2
72,lure,LF,0,0.731000006,1,14,Long,Delay,b3
73,lure,LF,0,0.626999974,1,14,Long,Delay,b3
74,target,LF,0,0.773000002,0,14,Long,Delay,b3
75,target,HF,0,0.683000028,0,14,Long,Delay,b3
76,lure,HF,0,0.787999988,1,14,Long,Delay,b3
77,target,LF,1,0.811999977,1,14,Long,Delay,b3
78,lure,LF,0,1.036000013,1,14,Long,Delay,b3
79,target,HF,1,1.628000021,1,14,Long,Delay,b3
80,target,LF,1,1.491000056,1,14,Long,Delay,b3
81,target,HF,0,0.763999999,0,14,Long,Delay,b3
82,target,HF,1,0.930999994,1,14,Long,Delay,b3
83,target,HF,0,0.93900001,0,14,Long,Delay,b3
84,target,HF,1,1.771000028,1,14,Long,Delay,b3
85,lure,LF,0,0.795000017,1,14,Long,Delay,b3
86,lure,LF,0,0.796000004,1,14,Long,Delay,b3
87,lure,LF,0,0.643999994,1,14,Long,Delay,b3
88,lure,LF,0,0.708000004,1,14,Long,Delay,b3
89,lure,LF,0,0.603999972,1,14,Long,Delay,b3
90,lure,LF,0,1.51699996,1,14,Long,Delay,b3
91,lure,HF,0,0.66900003,1,14,Long,Delay,b3
92,lure,LF,0,0.611999989,1,14,Long,Delay,b3
93,lure,HF,1,1.282999992,0,14,Long,Delay,b3
94,lure,LF,0,0.658999979,1,14,Long,Delay,b3
95,target,LF,1,0.922999978,1,14,Long,Delay,b3
0,lure,LF,0,1.468000054,1,14,Long,Immed,b0
1,target,HF,1,1.213000059,1,14,Long,Immed,b0
2,lure,LF,1,1.81099999,0,14,Long,Immed,b0
3,lure,LF,0,1.139000058,1,14,Long,Immed,b0
4,lure,HF,0,0.859000027,1,14,Long,Immed,b0
5,target,LF,1,0.746999979,1,14,Long,Immed,b0
6,lure,HF,0,0.980000019,1,14,Long,Immed,b0
7,target,LF,1,0.933000028,1,14,Long,Immed,b0
8,lure,HF,1,0.878000021,0,14,Long,Immed,b0
9,lure,LF,0,1.557999969,1,14,Long,Immed,b0
10,lure,LF,0,1.725999951,1,14,Long,Immed,b0
11,target,LF,1,0.637000024,1,14,Long,Immed,b0
12,lure,LF,0,1.72300005,1,14,Long,Immed,b0
13,target,HF,1,1.251000047,1,14,Long,Immed,b0
14,target,LF,1,0.866999984,1,14,Long,Immed,b0
15,lure,HF,1,1.195000052,0,14,Long,Immed,b0
16,lure,LF,0,0.778999984,1,14,Long,Immed,b0
17,lure,LF,1,1.019000053,0,14,Long,Immed,b0
18,lure,HF,0,0.827000022,1,14,Long,Immed,b0
19,lure,HF,0,1.059000015,1,14,Long,Immed,b0
20,target,LF,0,0.884000003,0,14,Long,Immed,b0
21,lure,LF,0,0.628000021,1,14,Long,Immed,b0
22,target,LF,1,0.89200002,1,14,Long,Immed,b0
23,lure,HF,0,0.828999996,1,14,Long,Immed,b0
24,target,LF,1,0.876999974,1,14,Long,Immed,b1
25,target,LF,0,0.691999972,0,14,Long,Immed,b1
26,target,HF,1,0.978999972,1,14,Long,Immed,b1
27,lure,LF,0,0.922999978,1,14,Long,Immed,b1
28,lure,HF,0,0.746999979,1,14,Long,Immed,b1
29,lure,HF,0,0.626999974,1,14,Long,Immed,b1
30,lure,LF,0,0.746999979,1,14,Long,Immed,b1
31,lure,LF,0,0.658999979,1,14,Long,Immed,b1
32,target,LF,0,0.643999994,0,14,Long,Immed,b1
33,lure,HF,0,0.651000023,1,14,Long,Immed,b1
34,target,HF,0,0.589999974,0,14,Long,Immed,b1
35,target,HF,0,1.549999952,0,14,Long,Immed,b1
36,lure,LF,1,0.981999993,0,14,Long,Immed,b1
37,lure,LF,0,0.621999979,1,14,Long,Immed,b1
38,target,LF,1,0.723999977,1,14,Long,Immed,b1
39,target,HF,0,0.605000019,0,14,Long,Immed,b1
40,target,HF,1,0.72299999,1,14,Long,Immed,b1
41,lure,HF,0,0.746999979,1,14,Long,Immed,b1
42,lure,HF,0,1.355000019,1,14,Long,Immed,b1
43,target,HF,1,0.764999986,1,14,Long,Immed,b1
44,target,LF,0,0.916999996,0,14,Long,Immed,b1
45,target,LF,1,0.813000023,1,14,Long,Immed,b1
46,target,HF,1,0.661000013,1,14,Long,Immed,b1
47,lure,HF,0,0.731000006,1,14,Long,Immed,b1
48,target,HF,1,0.922999978,1,14,Long,Immed,b2
49,target,LF,0,0.827000022,0,14,Long,Immed,b2
50,lure,HF,0,0.836000025,1,14,Long,Immed,b2
51,lure,HF,0,0.667999983,1,14,Long,Immed,b2
52,target,LF,1,0.875999987,1,14,Long,Immed,b2
53,target,HF,0,0.637000024,0,14,Long,Immed,b2
54,lure,LF,0,1.315000057,1,14,Long,Immed,b2
55,lure,LF,0,0.597000003,1,14,Long,Immed,b2
56,target,HF,0,0.658999979,0,14,Long,Immed,b2
57,target,LF,1,0.538999975,1,14,Long,Immed,b2
58,lure,HF,0,0.845000029,1,14,Long,Immed,b2
59,target,HF,1,0.964999974,1,14,Long,Immed,b2
60,lure,LF,0,0.725000024,1,14,Long,Immed,b2
61,lure,HF,0,0.773999989,1,14,Long,Immed,b2
62,lure,HF,1,0.90200001,0,14,Long,Immed,b2
63,target,LF,0,1.458999991,0,14,Long,Immed,b2
64,target,HF,0,1.082999945,0,14,Long,Immed,b2
65,target,LF,1,0.763999999,1,14,Long,Immed,b2
66,target,HF,1,0.723999977,1,14,Long,Immed,b2
67,lure,LF,0,0.772000015,1,14,Long,Immed,b2
68,target,LF,1,0.714999974,1,14,Long,Immed,b2
69,target,HF,1,0.603999972,1,14,Long,Immed,b2
70,target,HF,1,0.643000007,1,14,Long,Immed,b2
71,lure,LF,0,0.626999974,1,14,Long,Immed,b2
72,lure,HF,0,0.731000006,1,14,Long,Immed,b3
73,target,HF,0,0.651000023,0,14,Long,Immed,b3
74,target,HF,0,0.930999994,0,14,Long,Immed,b3
75,target,LF,1,0.651000023,1,14,Long,Immed,b3
76,lure,LF,0,1.098999977,1,14,Long,Immed,b3
77,target,HF,0,1.085000038,0,14,Long,Immed,b3
78,target,HF,1,1.014000058,1,14,Long,Immed,b3
79,target,LF,1,0.790000021,1,14,Long,Immed,b3
80,lure,LF,0,0.75,1,14,Long,Immed,b3
81,lure,LF,0,0.643999994,1,14,Long,Immed,b3
82,target,LF,0,0.716000021,0,14,Long,Immed,b3
83,lure,HF,0,1.02699995,1,14,Long,Immed,b3
84,lure,HF,0,0.707000017,1,14,Long,Immed,b3
85,target,LF,0,0.658999979,0,14,Long,Immed,b3
86,target,HF,1,1.48300004,1,14,Long,Immed,b3
87,lure,HF,0,0.836000025,1,14,Long,Immed,b3
88,lure,HF,0,0.875,1,14,Long,Immed,b3
89,lure,LF,0,0.763000011,1,14,Long,Immed,b3
90,target,LF,0,0.748000026,0,14,Long,Immed,b3
91,target,LF,0,1.478000045,0,14,Long,Immed,b3
92,lure,LF,0,1.126000047,1,14,Long,Immed,b3
93,target,HF,1,0.822000027,1,14,Long,Immed,b3
94,target,HF,1,0.941999972,1,14,Long,Immed,b3
95,lure,HF,0,0.637000024,1,14,Long,Immed,b3
0,lure,LF,0,1.475000024,1,14,Short,Immed,b0
1,target,HF,1,0.947000027,1,14,Short,Immed,b0
2,target,LF,1,0.675000012,1,14,Short,Immed,b0
3,lure,LF,0,1.628000021,1,14,Short,Immed,b0
4,lure,LF,0,0.675999999,1,14,Short,Immed,b0
5,target,HF,1,0.596000016,1,14,Short,Immed,b0
6,lure,HF,0,0.755999982,1,14,Short,Immed,b0
7,lure,HF,0,0.758000016,1,14,Short,Immed,b0
8,lure,LF,0,0.572000027,1,14,Short,Immed,b0
9,lure,HF,0,0.619000018,1,14,Short,Immed,b0
10,target,HF,1,0.787,1,14,Short,Immed,b0
11,target,HF,1,0.651000023,1,14,Short,Immed,b0
12,target,LF,1,0.63499999,1,14,Short,Immed,b0
13,target,LF,1,0.572000027,1,14,Short,Immed,b0
14,lure,HF,0,1.123000026,1,14,Short,Immed,b0
15,lure,LF,0,0.787,1,14,Short,Immed,b0
16,lure,HF,0,0.714999974,1,14,Short,Immed,b0
17,target,LF,1,0.578999996,1,14,Short,Immed,b0
18,lure,LF,0,0.748000026,1,14,Short,Immed,b0
19,target,HF,1,0.74000001,1,14,Short,Immed,b0
20,lure,HF,0,0.65200001,1,14,Short,Immed,b0
21,target,LF,1,0.667999983,1,14,Short,Immed,b0
22,target,LF,1,0.596000016,1,14,Short,Immed,b0
23,target,HF,1,0.699999988,1,14,Short,Immed,b0
0,lure,LF,0,1.378000021,1,15,Long,Delay,b0
1,lure,HF,1,1.827000022,0,15,Long,Delay,b0
2,target,LF,0,1.746999979,0,15,Long,Delay,b0
3,target,LF,1,1.050999999,1,15,Long,Delay,b0
4,lure,LF,0,1.603999972,1,15,Long,Delay,b0
5,target,HF,1,0.716000021,1,15,Long,Delay,b0
6,target,LF,1,1.011999965,1,15,Long,Delay,b0
7,lure,HF,1,5.994999886,0,15,Long,Delay,b0
8,target,HF,1,0.890999973,1,15,Long,Delay,b0
9,target,HF,1,0.626999974,1,15,Long,Delay,b0
10,target,HF,1,0.555000007,1,15,Long,Delay,b0
11,lure,LF,0,1.258999944,1,15,Long,Delay,b0
12,target,HF,1,0.787999988,1,15,Long,Delay,b0
13,target,HF,0,2.259000063,0,15,Long,Delay,b0
14,lure,LF,0,0.876999974,1,15,Long,Delay,b0
15,lure,HF,0,0.836000025,1,15,Long,Delay,b0
16,lure,LF,0,0.763999999,1,15,Long,Delay,b0
17,lure,HF,0,0.899999976,1,15,Long,Delay,b0
18,lure,LF,0,1.786999941,1,15,Long,Delay,b0
19,target,LF,1,0.978999972,1,15,Long,Delay,b0
20,target,LF,1,0.72299999,1,15,Long,Delay,b0
21,target,LF,1,0.57099998,1,15,Long,Delay,b0
22,target,LF,1,1.187000036,1,15,Long,Delay,b0
23,lure,LF,0,2.09100008,1,15,Long,Delay,b0
24,target,HF,1,0.930999994,1,15,Long,Delay,b1
25,lure,HF,1,1.268000007,0,15,Long,Delay,b1
26,lure,HF,0,0.924000025,1,15,Long,Delay,b1
27,target,LF,1,0.88499999,1,15,Long,Delay,b1
28,target,LF,1,1.04400003,1,15,Long,Delay,b1
29,target,HF,1,0.699000001,1,15,Long,Delay,b1
30,target,HF,1,0.827000022,1,15,Long,Delay,b1
31,target,LF,1,0.611000001,1,15,Long,Delay,b1
32,target,HF,0,2.34800005,0,15,Long,Delay,b1
33,target,LF,1,0.851000011,1,15,Long,Delay,b1
34,lure,LF,0,2.010999918,1,15,Long,Delay,b1
35,lure,LF,0,0.843999982,1,15,Long,Delay,b1
36,lure,LF,0,0.80400002,1,15,Long,Delay,b1
37,target,HF,1,0.66900003,1,15,Long,Delay,b1
38,target,LF,1,0.819999993,1,15,Long,Delay,b1
39,target,LF,1,0.515999973,1,15,Long,Delay,b1
40,lure,LF,0,1.243999958,1,15,Long,Delay,b1
41,target,HF,1,1.195000052,1,15,Long,Delay,b1
42,target,HF,1,0.658999979,1,15,Long,Delay,b1
43,lure,HF,1,0.787,0,15,Long,Delay,b1
44,lure,HF,0,0.954999983,1,15,Long,Delay,b1
45,lure,LF,0,0.978999972,1,15,Long,Delay,b1
46,lure,HF,0,0.666999996,1,15,Long,Delay,b1
47,target,HF,1,0.754999995,1,15,Long,Delay,b1
48,lure,LF,0,0.95599997,1,15,Long,Delay,b2
49,lure,HF,0,0.924000025,1,15,Long,Delay,b2
50,target,LF,1,1.228000045,1,15,Long,Delay,b2
51,lure,LF,0,1.764000058,1,15,Long,Delay,b2
52,target,LF,0,2.443000078,0,15,Long,Delay,b2
53,lure,HF,0,1.996000051,1,15,Long,Delay,b2
54,target,LF,1,0.986999989,1,15,Long,Delay,b2
55,lure,LF,0,1.019000053,1,15,Long,Delay,b2
56,lure,LF,0,0.778999984,1,15,Long,Delay,b2
57,lure,LF,0,1.307000041,1,15,Long,Delay,b2
58,lure,LF,0,0.787999988,1,15,Long,Delay,b2
59,target,LF,1,0.709999979,1,15,Long,Delay,b2
60,lure,HF,1,0.981999993,0,15,Long,Delay,b2
61,lure,LF,0,1.077999949,1,15,Long,Delay,b2
62,lure,HF,0,0.967000008,1,15,Long,Delay,b2
63,lure,LF,0,3.203000069,1,15,Long,Delay,b2
64,lure,HF,0,1.33099997,1,15,Long,Delay,b2
65,lure,HF,0,1.059000015,1,15,Long,Delay,b2
66,lure,HF,0,0.72299999,1,15,Long,Delay,b2
67,target,HF,1,0.827000022,1,15,Long,Delay,b2
68,lure,HF,0,0.781000018,1,15,Long,Delay,b2
69,lure,HF,0,0.845000029,1,15,Long,Delay,b2
70,target,LF,1,0.947000027,1,15,Long,Delay,b2
71,lure,HF,0,0.819999993,1,15,Long,Delay,b2
72,lure,LF,1,1.787999988,0,15,Long,Delay,b3
73,target,HF,1,1.011999965,1,15,Long,Delay,b3
74,target,HF,1,0.65200001,1,15,Long,Delay,b3
75,target,LF,1,0.802999973,1,15,Long,Delay,b3
76,target,LF,1,0.954999983,1,15,Long,Delay,b3
77,target,HF,1,0.602999985,1,15,Long,Delay,b3
78,target,LF,1,0.63499999,1,15,Long,Delay,b3
79,target,HF,0,1.17900002,0,15,Long,Delay,b3
80,lure,HF,0,0.842999995,1,15,Long,Delay,b3
81,lure,HF,0,1.139000058,1,15,Long,Delay,b3
82,target,HF,1,0.81099999,1,15,Long,Delay,b3
83,target,LF,1,1.050999999,1,15,Long,Delay,b3
84,target,LF,1,0.533999979,1,15,Long,Delay,b3
85,lure,HF,0,1.014000058,1,15,Long,Delay,b3
86,lure,HF,0,0.90200001,1,15,Long,Delay,b3
87,target,HF,1,2.319000006,1,15,Long,Delay,b3
88,target,HF,1,0.602999985,1,15,Long,Delay,b3
89,target,HF,1,0.866999984,1,15,Long,Delay,b3
90,lure,LF,1,0.81099999,0,15,Long,Delay,b3
91,lure,HF,0,1.02699995,1,15,Long,Delay,b3
92,lure,LF,0,0.72299999,1,15,Long,Delay,b3
93,target,HF,1,0.995999992,1,15,Long,Delay,b3
94,target,LF,1,0.972000003,1,15,Long,Delay,b3
95,lure,LF,1,1.171000004,0,15,Long,Delay,b3
0,target,HF,1,1.506000042,1,15,Short,Delay,b0
1,target,LF,1,0.787,1,15,Short,Delay,b0
2,lure,LF,0,0.754999995,1,15,Short,Delay,b0
3,target,LF,1,0.683000028,1,15,Short,Delay,b0
4,target,HF,1,0.957000017,1,15,Short,Delay,b0
5,lure,HF,0,0.629999995,1,15,Short,Delay,b0
6,lure,LF,0,0.694000006,1,15,Short,Delay,b0
7,target,HF,1,0.765999973,1,15,Short,Delay,b0
8,target,HF,1,0.726000011,1,15,Short,Delay,b0
9,target,HF,1,2.187999964,1,15,Short,Delay,b0
10,target,LF,1,1.011999965,1,15,Short,Delay,b0
11,target,LF,1,0.866999984,1,15,Short,Delay,b0
12,lure,HF,0,0.843999982,1,15,Short,Delay,b0
13,lure,LF,0,0.898999989,1,15,Short,Delay,b0
14,lure,LF,0,0.602999985,1,15,Short,Delay,b0
15,lure,HF,0,0.947000027,1,15,Short,Delay,b0
16,lure,LF,0,1.531000018,1,15,Short,Delay,b0
17,target,LF,1,0.827000022,1,15,Short,Delay,b0
18,target,HF,1,0.763999999,1,15,Short,Delay,b0
19,lure,HF,1,0.628000021,0,15,Short,Delay,b0
20,lure,HF,1,1.636000037,0,15,Short,Delay,b0
21,target,LF,1,0.708000004,1,15,Short,Delay,b0
22,lure,LF,0,0.924000025,1,15,Short,Delay,b0
23,lure,HF,0,0.90200001,1,15,Short,Delay,b0
0,lure,HF,0,2.275000095,1,15,Short,Immed,b0
1,target,HF,1,0.723999977,1,15,Short,Immed,b0
2,lure,LF,0,0.746999979,1,15,Short,Immed,b0
3,lure,HF,0,1.458999991,1,15,Short,Immed,b0
4,lure,LF,0,0.587000012,1,15,Short,Immed,b0
5,target,LF,1,0.851000011,1,15,Short,Immed,b0
6,lure,LF,0,0.683000028,1,15,Short,Immed,b0
7,lure,HF,0,0.890999973,1,15,Short,Immed,b0
8,lure,LF,0,0.652999997,1,15,Short,Immed,b0
9,target,LF,1,1.315999985,1,15,Short,Immed,b0
10,target,HF,1,1.092000008,1,15,Short,Immed,b0
11,lure,HF,0,0.723999977,1,15,Short,Immed,b0
12,lure,HF,0,0.691999972,1,15,Short,Immed,b0
13,lure,LF,0,0.547999978,1,15,Short,Immed,b0
14,target,LF,1,1.083999991,1,15,Short,Immed,b0
15,target,HF,1,0.771000028,1,15,Short,Immed,b0
16,target,HF,1,0.778999984,1,15,Short,Immed,b0
17,lure,HF,0,1.371000051,1,15,Short,Immed,b0
18,target,LF,1,1.434999943,1,15,Short,Immed,b0
19,target,HF,0,3.226999998,0,15,Short,Immed,b0
20,lure,LF,0,0.93900001,1,15,Short,Immed,b0
21,target,HF,1,0.82099998,1,15,Short,Immed,b0
22,target,LF,1,0.819999993,1,15,Short,Immed,b0
23,target,LF,1,0.875999987,1,15,Short,Immed,b0
0,target,LF,1,1.345999956,1,15,Long,Immed,b0
1,lure,HF,0,2.698999882,1,15,Long,Immed,b0
2,target,LF,1,1.039999962,1,15,Long,Immed,b0
3,lure,HF,1,1.187000036,0,15,Long,Immed,b0
4,target,LF,1,0.763999999,1,15,Long,Immed,b0
5,target,LF,1,0.996999979,1,15,Long,Immed,b0
6,target,LF,1,0.603999972,1,15,Long,Immed,b0
7,lure,HF,0,0.827000022,1,15,Long,Immed,b0
8,lure,HF,0,1.955000043,1,15,Long,Immed,b0
9,lure,LF,1,1.33099997,0,15,Long,Immed,b0
10,target,LF,1,0.795000017,1,15,Long,Immed,b0
11,target,HF,1,1.875,1,15,Long,Immed,b0
12,target,LF,1,0.755999982,1,15,Long,Immed,b0
13,lure,HF,0,1.276000023,1,15,Long,Immed,b0
14,lure,LF,0,2.028000116,1,15,Long,Immed,b0
15,target,LF,1,0.731999993,1,15,Long,Immed,b0
16,lure,LF,0,0.867999971,1,15,Long,Immed,b0
17,target,HF,0,1.932000041,0,15,Long,Immed,b0
18,target,LF,1,1.098999977,1,15,Long,Immed,b0
19,lure,LF,0,0.819999993,1,15,Long,Immed,b0
20,target,HF,1,0.731000006,1,15,Long,Immed,b0
21,target,LF,1,0.63499999,1,15,Long,Immed,b0
22,lure,HF,0,2.187000036,1,15,Long,Immed,b0
23,lure,HF,0,0.899999976,1,15,Long,Immed,b0
24,lure,LF,0,0.860000014,1,15,Long,Immed,b1
25,lure,LF,0,1.172000051,1,15,Long,Immed,b1
26,target,LF,1,0.748000026,1,15,Long,Immed,b1
27,target,HF,1,0.796000004,1,15,Long,Immed,b1
28,target,LF,1,0.578999996,1,15,Long,Immed,b1
29,lure,LF,0,1.291000009,1,15,Long,Immed,b1
30,lure,LF,0,0.795000017,1,15,Long,Immed,b1
31,lure,LF,0,0.755999982,1,15,Long,Immed,b1
32,lure,HF,0,0.778999984,1,15,Long,Immed,b1
33,lure,LF,0,1.48300004,1,15,Long,Immed,b1
34,target,HF,1,0.643000007,1,15,Long,Immed,b1
35,lure,HF,0,0.947000027,1,15,Long,Immed,b1
36,target,LF,1,0.890999973,1,15,Long,Immed,b1
37,target,HF,1,0.675999999,1,15,Long,Immed,b1
38,target,LF,1,0.716000021,1,15,Long,Immed,b1
39,target,HF,1,0.588,1,15,Long,Immed,b1
40,lure,HF,0,1.220000029,1,15,Long,Immed,b1
41,lure,HF,1,0.66900003,0,15,Long,Immed,b1
42,target,LF,1,0.643000007,1,15,Long,Immed,b1
43,lure,LF,0,0.915000021,1,15,Long,Immed,b1
44,target,HF,1,0.603999972,1,15,Long,Immed,b1
45,lure,LF,0,0.739000022,1,15,Long,Immed,b1
46,lure,LF,0,1.036999941,1,15,Long,Immed,b1
47,target,LF,1,1.389999986,1,15,Long,Immed,b1
48,lure,HF,0,1.317000031,1,15,Long,Immed,b2
49,target,HF,1,0.82099998,1,15,Long,Immed,b2
50,target,HF,1,0.667999983,1,15,Long,Immed,b2
51,target,HF,0,1.876000047,0,15,Long,Immed,b2
52,lure,HF,1,1.276000023,0,15,Long,Immed,b2
53,target,HF,1,0.620000005,1,15,Long,Immed,b2
54,lure,LF,0,0.787999988,1,15,Long,Immed,b2
55,lure,HF,0,0.690999985,1,15,Long,Immed,b2
56,target,LF,1,0.827000022,1,15,Long,Immed,b2
57,lure,LF,0,2.33100009,1,15,Long,Immed,b2
58,lure,LF,1,1.17900002,0,15,Long,Immed,b2
59,target,HF,1,0.635999978,1,15,Long,Immed,b2
60,target,HF,1,0.815999985,1,15,Long,Immed,b2
61,target,LF,1,0.676999986,1,15,Long,Immed,b2
62,lure,HF,0,1.269999981,1,15,Long,Immed,b2
63,lure,HF,0,0.878000021,1,15,Long,Immed,b2
64,lure,HF,0,0.782000005,1,15,Long,Immed,b2
65,target,HF,1,0.875999987,1,15,Long,Immed,b2
66,target,HF,1,0.972000003,1,15,Long,Immed,b2
67,lure,LF,0,1.674999952,1,15,Long,Immed,b2
68,lure,HF,0,1.050999999,1,15,Long,Immed,b2
69,target,HF,1,0.851000011,1,15,Long,Immed,b2
70,target,HF,1,1.003000021,1,15,Long,Immed,b2
71,target,HF,1,0.578999996,1,15,Long,Immed,b2
72,lure,LF,1,1.218999982,0,15,Long,Immed,b3
73,target,HF,0,1.531999946,0,15,Long,Immed,b3
74,lure,LF,0,1.220000029,1,15,Long,Immed,b3
75,lure,LF,0,0.748000026,1,15,Long,Immed,b3
76,target,LF,1,0.924000025,1,15,Long,Immed,b3
77,lure,HF,0,0.931999981,1,15,Long,Immed,b3
78,target,HF,1,2.171000004,1,15,Long,Immed,b3
79,target,HF,1,0.746999979,1,15,Long,Immed,b3
80,target,HF,1,0.795000017,1,15,Long,Immed,b3
81,lure,LF,0,1.11500001,1,15,Long,Immed,b3
82,lure,HF,0,1.674999952,1,15,Long,Immed,b3
83,target,LF,1,0.763999999,1,15,Long,Immed,b3
84,lure,LF,0,1.075000048,1,15,Long,Immed,b3
85,lure,HF,0,1.123000026,1,15,Long,Immed,b3
86,lure,HF,0,0.995999992,1,15,Long,Immed,b3
87,lure,LF,1,1.172000051,0,15,Long,Immed,b3
88,target,LF,1,0.667999983,1,15,Long,Immed,b3
89,lure,LF,0,1.475999951,1,15,Long,Immed,b3
90,target,LF,1,1.914999962,1,15,Long,Immed,b3
91,target,LF,1,1.067000031,1,15,Long,Immed,b3
92,lure,HF,0,1.850999951,1,15,Long,Immed,b3
93,target,HF,1,1.644000053,1,15,Long,Immed,b3
94,target,LF,1,1.10800004,1,15,Long,Immed,b3
95,lure,HF,0,0.963999987,1,15,Long,Immed,b3
0,lure,LF,0,1.55400002,1,16,Short,Immed,b0
1,lure,LF,0,0.699999988,1,16,Short,Immed,b0
2,target,HF,1,0.771000028,1,16,Short,Immed,b0
3,target,LF,1,0.755999982,1,16,Short,Immed,b0
4,lure,HF,0,0.684000015,1,16,Short,Immed,b0
5,lure,HF,0,0.691999972,1,16,Short,Immed,b0
6,lure,LF,0,0.675999999,1,16,Short,Immed,b0
7,lure,LF,0,0.540000021,1,16,Short,Immed,b0
8,target,LF,1,0.739000022,1,16,Short,Immed,b0
9,lure,HF,0,0.63499999,1,16,Short,Immed,b0
10,target,HF,1,0.699000001,1,16,Short,Immed,b0
11,target,LF,1,0.667999983,1,16,Short,Immed,b0
12,target,HF,1,0.778999984,1,16,Short,Immed,b0
13,lure,LF,0,0.57099998,1,16,Short,Immed,b0
14,lure,HF,0,0.643999994,1,16,Short,Immed,b0
15,target,LF,1,0.555000007,1,16,Short,Immed,b0
16,lure,HF,0,0.802999973,1,16,Short,Immed,b0
17,target,HF,1,0.851000011,1,16,Short,Immed,b0
18,target,HF,1,0.746999979,1,16,Short,Immed,b0
19,target,LF,1,0.579999983,1,16,Short,Immed,b0
20,lure,HF,0,0.699999988,1,16,Short,Immed,b0
21,target,HF,1,0.540000021,1,16,Short,Immed,b0
22,lure,LF,0,0.588,1,16,Short,Immed,b0
23,target,LF,1,0.555999994,1,16,Short,Immed,b0
0,lure,HF,0,2.075000048,1,16,Long,Immed,b0
1,target,LF,0,0.707000017,0,16,Long,Immed,b0
2,lure,HF,0,0.866999984,1,16,Long,Immed,b0
3,target,HF,1,0.757000029,1,16,Long,Immed,b0
4,target,HF,1,0.524999976,1,16,Long,Immed,b0
5,lure,HF,0,0.700999975,1,16,Long,Immed,b0
6,lure,LF,0,0.700999975,1,16,Long,Immed,b0
7,lure,HF,0,0.677999973,1,16,Long,Immed,b0
8,lure,LF,0,0.890999973,1,16,Long,Immed,b0
9,lure,LF,0,0.572000027,1,16,Long,Immed,b0
10,target,HF,1,1.011000037,1,16,Long,Immed,b0
