trial,type,wf,response,RT,correct,subj,length,delay,block
13,target,HF,1,1.531000018,1,54,Short,Delay,b0
14,lure,HF,0,1.210999966,1,54,Short,Delay,b0
15,target,HF,1,1.458999991,1,54,Short,Delay,b0
16,lure,HF,0,3.306999922,1,54,Short,Delay,b0
17,lure,HF,0,1.620000005,1,54,Short,Delay,b0
18,lure,HF,0,2.474999905,1,54,Short,Delay,b0
19,target,HF,0,0.795000017,0,54,Short,Delay,b0
20,lure,LF,0,0.842999995,1,54,Short,Delay,b0
21,target,LF,1,1.139999986,1,54,Short,Delay,b0
22,target,HF,1,2.194999933,1,54,Short,Delay,b0
23,target,LF,1,2.098999977,1,54,Short,Delay,b0
0,target,LF,1,1.514999986,1,54,Short,Immed,b0
1,lure,LF,0,1.106999993,1,54,Short,Immed,b0
2,lure,HF,0,0.851000011,1,54,Short,Immed,b0
3,lure,LF,0,0.72299999,1,54,Short,Immed,b0
4,target,LF,1,0.716000021,1,54,Short,Immed,b0
5,target,HF,1,0.819999993,1,54,Short,Immed,b0
6,lure,LF,0,0.65200001,1,54,Short,Immed,b0
7,target,LF,1,0.691999972,1,54,Short,Immed,b0
8,lure,HF,0,1.220000029,1,54,Short,Immed,b0
9,lure,LF,0,0.908999979,1,54,Short,Immed,b0
10,target,HF,1,0.908999979,1,54,Short,Immed,b0
11,lure,LF,0,0.754999995,1,54,Short,Immed,b0
12,lure,HF,0,0.898999989,1,54,Short,Immed,b0
13,target,LF,1,0.763000011,1,54,Short,Immed,b0
14,target,HF,1,1.187999964,1,54,Short,Immed,b0
15,target,HF,1,0.675000012,1,54,Short,Immed,b0
16,lure,LF,0,0.63499999,1,54,Short,Immed,b0
17,target,HF,1,0.836000025,1,54,Short,Immed,b0
18,target,LF,1,0.796000004,1,54,Short,Immed,b0
19,lure,HF,0,0.931999981,1,54,Short,Immed,b0
20,lure,HF,0,2.227999926,1,54,Short,Immed,b0
21,lure,HF,0,0.748000026,1,54,Short,Immed,b0
22,target,LF,1,1.019999981,1,54,Short,Immed,b0
23,target,HF,1,0.796999991,1,54,Short,Immed,b0
0,lure,HF,1,1.764000058,0,54,Long,Delay,b0
1,lure,HF,0,1.059999943,1,54,Long,Delay,b0
2,lure,LF,0,0.819999993,1,54,Long,Delay,b0
3,lure,HF,0,0.80400002,1,54,Long,Delay,b0
4,lure,LF,0,0.787999988,1,54,Long,Delay,b0
5,target,LF,1,0.796000004,1,54,Long,Delay,b0
6,lure,LF,0,0.842999995,1,54,Long,Delay,b0
7,lure,LF,0,0.963,1,54,Long,Delay,b0
8,lure,HF,1,0.852999985,0,54,Long,Delay,b0
9,target,LF,1,0.764999986,1,54,Long,Delay,b0
10,target,HF,1,1.110000014,1,54,Long,Delay,b0
11,lure,LF,0,0.838,1,54,Long,Delay,b0
12,target,HF,0,0.860000014,0,54,Long,Delay,b0
13,target,LF,0,0.899999976,0,54,Long,Delay,b0
14,target,LF,1,1.059999943,1,54,Long,Delay,b0
15,target,LF,1,0.748000026,1,54,Long,Delay,b0
16,target,LF,1,1.075999975,1,54,Long,Delay,b0
17,lure,HF,0,0.842999995,1,54,Long,Delay,b0
18,target,LF,1,0.787999988,1,54,Long,Delay,b0
19,target,HF,1,0.963,1,54,Long,Delay,b0
20,target,LF,1,1.187000036,1,54,Long,Delay,b0
21,lure,LF,0,0.866999984,1,54,Long,Delay,b0
22,lure,LF,0,1.059000015,1,54,Long,Delay,b0
23,target,LF,1,0.875,1,54,Long,Delay,b0
24,lure,LF,0,2.723999977,1,54,Long,Delay,b1
25,lure,LF,0,0.65200001,1,54,Long,Delay,b1
26,target,LF,1,0.772000015,1,54,Long,Delay,b1
27,target,HF,0,1.376999974,0,54,Long,Delay,b1
28,target,LF,1,0.796000004,1,54,Long,Delay,b1
29,lure,LF,0,0.763000011,1,54,Long,Delay,b1
30,lure,HF,0,1.11500001,1,54,Long,Delay,b1
31,lure,HF,0,0.788999975,1,54,Long,Delay,b1
32,target,HF,0,1.917000055,0,54,Long,Delay,b1
33,target,HF,0,1.269000053,0,54,Long,Delay,b1
34,lure,LF,0,0.57099998,1,54,Long,Delay,b1
35,target,LF,1,0.787,1,54,Long,Delay,b1
36,target,HF,0,1.131000042,0,54,Long,Delay,b1
37,target,HF,0,0.748000026,0,54,Long,Delay,b1
38,target,HF,0,0.843999982,0,54,Long,Delay,b1
39,lure,HF,0,2.611999989,1,54,Long,Delay,b1
40,lure,LF,0,0.714999974,1,54,Long,Delay,b1
41,lure,HF,0,0.531000018,1,54,Long,Delay,b1
42,target,LF,0,0.666999996,0,54,Long,Delay,b1
43,lure,LF,0,0.643000007,1,54,Long,Delay,b1
44,target,LF,0,0.538999975,0,54,Long,Delay,b1
45,target,LF,0,0.48300001,0,54,Long,Delay,b1
46,target,HF,0,0.467000008,0,54,Long,Delay,b1
47,lure,HF,0,0.523999989,1,54,Long,Delay,b1
48,target,LF,1,0.699000001,1,54,Long,Delay,b2
49,lure,LF,0,0.563000023,1,54,Long,Delay,b2
50,lure,LF,0,0.514999986,1,54,Long,Delay,b2
51,target,LF,0,0.708000004,0,54,Long,Delay,b2
52,target,HF,1,0.691999972,1,54,Long,Delay,b2
53,target,LF,0,0.660000026,0,54,Long,Delay,b2
54,target,HF,0,0.596000016,0,54,Long,Delay,b2
55,lure,HF,0,0.603999972,1,54,Long,Delay,b2
56,target,HF,0,0.749000013,0,54,Long,Delay,b2
57,target,HF,0,0.834999979,0,54,Long,Delay,b2
58,lure,HF,1,0.860000014,0,54,Long,Delay,b2
59,lure,HF,0,1.363000035,1,54,Long,Delay,b2
60,lure,HF,0,3.141000032,1,54,Long,Delay,b2
61,target,LF,1,0.781000018,1,54,Long,Delay,b2
62,target,HF,1,0.947000027,1,54,Long,Delay,b2
63,target,HF,1,0.708000004,1,54,Long,Delay,b2
64,lure,HF,0,2.010999918,1,54,Long,Delay,b2
65,lure,HF,0,0.497000009,1,54,Long,Delay,b2
66,target,LF,1,0.755999982,1,54,Long,Delay,b2
67,target,HF,0,1.172000051,0,54,Long,Delay,b2
68,lure,HF,0,0.778999984,1,54,Long,Delay,b2
69,lure,HF,0,0.978999972,1,54,Long,Delay,b2
70,target,HF,0,0.587000012,0,54,Long,Delay,b2
71,target,HF,0,3.11500001,0,54,Long,Delay,b2
72,target,HF,1,0.851000011,1,54,Long,Delay,b3
73,lure,LF,0,0.875,1,54,Long,Delay,b3
74,lure,LF,0,0.651000023,1,54,Long,Delay,b3
75,target,HF,0,0.748000026,0,54,Long,Delay,b3
76,lure,HF,0,0.667999983,1,54,Long,Delay,b3
77,lure,HF,0,1.307999969,1,54,Long,Delay,b3
78,target,LF,1,1.235999942,1,54,Long,Delay,b3
79,target,HF,1,0.723999977,1,54,Long,Delay,b3
80,target,HF,0,0.827000022,0,54,Long,Delay,b3
81,target,LF,0,0.707000017,0,54,Long,Delay,b3
82,lure,LF,0,0.819999993,1,54,Long,Delay,b3
83,target,LF,1,1.957000017,1,54,Long,Delay,b3
84,lure,LF,0,0.901000023,1,54,Long,Delay,b3
85,lure,LF,0,0.981999993,1,54,Long,Delay,b3
86,lure,HF,0,0.781000018,1,54,Long,Delay,b3
87,lure,LF,0,0.708000004,1,54,Long,Delay,b3
88,lure,LF,0,0.811999977,1,54,Long,Delay,b3
89,lure,HF,0,0.56400001,1,54,Long,Delay,b3
90,lure,LF,0,0.754999995,1,54,Long,Delay,b3
91,lure,HF,0,0.5,1,54,Long,Delay,b3
92,target,HF,1,1.179999948,1,54,Long,Delay,b3
93,lure,HF,0,1.139000058,1,54,Long,Delay,b3
94,target,LF,1,0.819000006,1,54,Long,Delay,b3
95,lure,LF,0,0.771000028,1,54,Long,Delay,b3
0,target,LF,1,1.417999983,1,54,Long,Immed,b0
1,lure,HF,0,1.603000045,1,54,Long,Immed,b0
2,target,HF,0,0.995999992,0,54,Long,Immed,b0
3,target,HF,1,1.268000007,1,54,Long,Immed,b0
4,lure,LF,0,0.716000021,1,54,Long,Immed,b0
5,lure,HF,0,1.19599998,1,54,Long,Immed,b0
6,lure,LF,0,0.739000022,1,54,Long,Immed,b0
7,lure,LF,0,0.787,1,54,Long,Immed,b0
8,lure,LF,0,0.731000006,1,54,Long,Immed,b0
9,target,HF,1,1.445000052,1,54,Long,Immed,b0
10,target,LF,0,1.052999973,0,54,Long,Immed,b0
11,target,LF,1,0.949000001,1,54,Long,Immed,b0
12,target,LF,1,0.925000012,1,54,Long,Immed,b0
13,target,LF,1,0.658999979,1,54,Long,Immed,b0
14,target,LF,0,0.972000003,0,54,Long,Immed,b0
15,target,LF,1,0.708000004,1,54,Long,Immed,b0
16,lure,HF,0,0.828000009,1,54,Long,Immed,b0
17,lure,HF,0,0.95599997,1,54,Long,Immed,b0
18,lure,HF,0,0.628000021,1,54,Long,Immed,b0
19,target,LF,1,0.699999988,1,54,Long,Immed,b0
20,lure,LF,0,0.834999979,1,54,Long,Immed,b0
21,lure,HF,0,1.210999966,1,54,Long,Immed,b0
22,lure,HF,0,1.092000008,1,54,Long,Immed,b0
23,lure,HF,0,0.922999978,1,54,Long,Immed,b0
24,lure,HF,0,1.700999975,1,54,Long,Immed,b1
25,lure,LF,0,0.754999995,1,54,Long,Immed,b1
26,target,HF,1,0.690999985,1,54,Long,Immed,b1
27,target,LF,1,0.947000027,1,54,Long,Immed,b1
28,lure,LF,0,0.980000019,1,54,Long,Immed,b1
29,lure,LF,0,1.187999964,1,54,Long,Immed,b1
30,target,LF,1,0.843999982,1,54,Long,Immed,b1
31,target,LF,1,2.135999918,1,54,Long,Immed,b1
32,target,LF,1,0.930999994,1,54,Long,Immed,b1
33,target,LF,1,0.739000022,1,54,Long,Immed,b1
34,lure,HF,0,0.954999983,1,54,Long,Immed,b1
35,target,HF,0,1.347000003,0,54,Long,Immed,b1
36,target,LF,1,0.883000016,1,54,Long,Immed,b1
37,target,HF,0,1.210999966,0,54,Long,Immed,b1
38,lure,LF,0,0.819000006,1,54,Long,Immed,b1
39,lure,LF,0,1.075000048,1,54,Long,Immed,b1
40,lure,LF,0,0.779999971,1,54,Long,Immed,b1
41,target,HF,1,1.235999942,1,54,Long,Immed,b1
42,target,HF,1,0.972000003,1,54,Long,Immed,b1
43,target,LF,1,0.66900003,1,54,Long,Immed,b1
44,lure,LF,0,0.836000025,1,54,Long,Immed,b1
45,lure,LF,0,1.034999967,1,54,Long,Immed,b1
46,target,HF,1,0.699000001,1,54,Long,Immed,b1
47,target,LF,1,0.739000022,1,54,Long,Immed,b1
48,target,HF,1,1.139000058,1,54,Long,Immed,b2
49,target,HF,0,0.867999971,0,54,Long,Immed,b2
50,lure,LF,0,0.795000017,1,54,Long,Immed,b2
51,lure,HF,0,0.939999998,1,54,Long,Immed,b2
52,lure,LF,0,0.860000014,1,54,Long,Immed,b2
53,lure,LF,0,0.819999993,1,54,Long,Immed,b2
54,lure,HF,0,1.003999949,1,54,Long,Immed,b2
55,lure,HF,0,1.139999986,1,54,Long,Immed,b2
56,target,LF,0,1.093000054,0,54,Long,Immed,b2
57,lure,LF,0,1.139000058,1,54,Long,Immed,b2
58,lure,HF,0,0.907000005,1,54,Long,Immed,b2
59,target,HF,1,0.93900001,1,54,Long,Immed,b2
60,target,HF,1,1.386999965,1,54,Long,Immed,b2
61,target,HF,1,0.675000012,1,54,Long,Immed,b2
62,lure,HF,0,0.771000028,1,54,Long,Immed,b2
63,target,LF,1,0.699999988,1,54,Long,Immed,b2
64,target,HF,1,0.620000005,1,54,Long,Immed,b2
65,target,HF,1,0.74000001,1,54,Long,Immed,b2
66,target,HF,0,2.588000059,0,54,Long,Immed,b2
67,lure,LF,0,1.100000024,1,54,Long,Immed,b2
68,target,HF,0,1.315999985,0,54,Long,Immed,b2
69,lure,LF,0,0.827000022,1,54,Long,Immed,b2
70,lure,HF,0,1.034999967,1,54,Long,Immed,b2
71,lure,LF,0,0.746999979,1,54,Long,Immed,b2
72,target,LF,1,0.819000006,1,54,Long,Immed,b3
73,target,LF,1,0.787999988,1,54,Long,Immed,b3
74,target,HF,0,0.739000022,0,54,Long,Immed,b3
75,lure,LF,1,0.890999973,0,54,Long,Immed,b3
76,lure,HF,0,0.683000028,1,54,Long,Immed,b3
77,lure,HF,0,0.660000026,1,54,Long,Immed,b3
78,lure,HF,0,0.860000014,1,54,Long,Immed,b3
79,target,LF,1,0.629999995,1,54,Long,Immed,b3
80,lure,HF,0,0.675999999,1,54,Long,Immed,b3
81,lure,HF,0,0.939999998,1,54,Long,Immed,b3
82,lure,LF,0,0.74000001,1,54,Long,Immed,b3
83,target,LF,1,0.708000004,1,54,Long,Immed,b3
84,lure,HF,0,0.626999974,1,54,Long,Immed,b3
85,target,HF,0,0.651000023,0,54,Long,Immed,b3
86,target,LF,0,0.507000029,0,54,Long,Immed,b3
87,lure,HF,0,0.827000022,1,54,Long,Immed,b3
88,target,HF,0,1.883999944,0,54,Long,Immed,b3
89,target,HF,1,1.659000039,1,54,Long,Immed,b3
90,target,LF,0,1.332000017,0,54,Long,Immed,b3
91,target,HF,1,0.723999977,1,54,Long,Immed,b3
92,lure,LF,0,0.635999978,1,54,Long,Immed,b3
93,lure,HF,0,0.605000019,1,54,Long,Immed,b3
94,lure,LF,0,0.819999993,1,54,Long,Immed,b3
95,target,HF,0,0.572000027,0,54,Long,Immed,b3
0,lure,LF,0,1.906999946,1,55,Long,Immed,b0
1,lure,HF,0,0.890999973,1,55,Long,Immed,b0
2,target,HF,1,0.731000006,1,55,Long,Immed,b0
3,target,HF,1,0.731999993,1,55,Long,Immed,b0
4,lure,HF,0,1.291000009,1,55,Long,Immed,b0
5,lure,HF,0,0.915000021,1,55,Long,Immed,b0
6,lure,LF,0,1.34800005,1,55,Long,Immed,b0
7,target,LF,1,0.787999988,1,55,Long,Immed,b0
8,target,LF,1,1.003000021,1,55,Long,Immed,b0
9,lure,HF,1,0.827000022,0,55,Long,Immed,b0
10,target,LF,1,0.842999995,1,55,Long,Immed,b0
11,lure,HF,0,0.843999982,1,55,Long,Immed,b0
12,target,HF,1,0.699000001,1,55,Long,Immed,b0
13,target,HF,1,1.48300004,1,55,Long,Immed,b0
14,lure,HF,0,1.258999944,1,55,Long,Immed,b0
15,target,LF,1,0.667999983,1,55,Long,Immed,b0
16,lure,HF,0,2.035000086,1,55,Long,Immed,b0
17,lure,LF,0,1.452000022,1,55,Long,Immed,b0
18,target,HF,0,1.452000022,0,55,Long,Immed,b0
19,lure,LF,0,1.411000013,1,55,Long,Immed,b0
20,lure,LF,1,1.042999983,0,55,Long,Immed,b0
21,target,LF,1,0.834999979,1,55,Long,Immed,b0
22,target,LF,1,0.725000024,1,55,Long,Immed,b0
23,target,HF,1,0.653999984,1,55,Long,Immed,b0
24,target,LF,1,1.236999989,1,55,Long,Immed,b1
25,target,LF,1,0.66900003,1,55,Long,Immed,b1
26,target,HF,1,0.749000013,1,55,Long,Immed,b1
27,target,HF,1,0.755999982,1,55,Long,Immed,b1
28,lure,LF,1,2.28399992,0,55,Long,Immed,b1
29,lure,HF,0,0.748000026,1,55,Long,Immed,b1
30,target,HF,1,0.772000015,1,55,Long,Immed,b1
31,target,HF,1,1.730999947,1,55,Long,Immed,b1
32,target,LF,1,0.683000028,1,55,Long,Immed,b1
33,lure,HF,1,1.603000045,0,55,Long,Immed,b1
34,target,LF,1,1.011999965,1,55,Long,Immed,b1
35,target,HF,1,0.771000028,1,55,Long,Immed,b1
36,lure,HF,1,1.80400002,0,55,Long,Immed,b1
37,lure,LF,0,0.731999993,1,55,Long,Immed,b1
38,target,LF,1,0.819999993,1,55,Long,Immed,b1
39,target,HF,1,0.963999987,1,55,Long,Immed,b1
40,lure,LF,0,1.011999965,1,55,Long,Immed,b1
41,lure,LF,1,0.843999982,0,55,Long,Immed,b1
42,lure,LF,0,0.939999998,1,55,Long,Immed,b1
43,lure,LF,0,1.754999995,1,55,Long,Immed,b1
44,lure,LF,1,1.434999943,0,55,Long,Immed,b1
45,lure,LF,0,0.866999984,1,55,Long,Immed,b1
46,lure,LF,0,1.154999971,1,55,Long,Immed,b1
47,target,LF,1,0.796000004,1,55,Long,Immed,b1
48,lure,HF,1,1.965000033,0,55,Long,Immed,b2
49,target,HF,1,1.027999997,1,55,Long,Immed,b2
50,target,LF,1,0.875999987,1,55,Long,Immed,b2
51,target,HF,1,0.884000003,1,55,Long,Immed,b2
52,lure,HF,0,0.948000014,1,55,Long,Immed,b2
53,lure,HF,0,1.475999951,1,55,Long,Immed,b2
54,target,LF,1,1.067000031,1,55,Long,Immed,b2
55,lure,LF,0,1.11500001,1,55,Long,Immed,b2
56,target,LF,1,0.915000021,1,55,Long,Immed,b2
57,lure,HF,0,0.986999989,1,55,Long,Immed,b2
58,target,LF,1,1.41900003,1,55,Long,Immed,b2
59,target,LF,1,0.72299999,1,55,Long,Immed,b2
60,target,HF,1,0.859000027,1,55,Long,Immed,b2
61,lure,HF,0,2.180999994,1,55,Long,Immed,b2
62,lure,LF,0,0.867999971,1,55,Long,Immed,b2
63,target,HF,1,1.213000059,1,55,Long,Immed,b2
64,lure,HF,0,0.884000003,1,55,Long,Immed,b2
65,target,LF,1,0.699999988,1,55,Long,Immed,b2
66,target,HF,1,0.755999982,1,55,Long,Immed,b2
67,lure,LF,0,3.275000095,1,55,Long,Immed,b2
68,target,LF,1,0.93900001,1,55,Long,Immed,b2
69,lure,HF,1,2.802999973,0,55,Long,Immed,b2
70,lure,HF,0,1.059000015,1,55,Long,Immed,b2
71,target,LF,1,1.258999944,1,55,Long,Immed,b2
72,lure,LF,1,1.269000053,0,55,Long,Immed,b3
73,lure,LF,0,2.683000088,1,55,Long,Immed,b3
74,lure,HF,0,1.003000021,1,55,Long,Immed,b3
75,target,HF,1,0.746999979,1,55,Long,Immed,b3
76,lure,LF,0,1.843000054,1,55,Long,Immed,b3
77,target,HF,1,0.778999984,1,55,Long,Immed,b3
78,lure,HF,0,1.906999946,1,55,Long,Immed,b3
79,lure,HF,0,1.340000033,1,55,Long,Immed,b3
80,target,HF,1,1.027999997,1,55,Long,Immed,b3
81,lure,LF,0,0.95599997,1,55,Long,Immed,b3
82,target,HF,1,0.667999983,1,55,Long,Immed,b3
83,lure,HF,0,1.356999993,1,55,Long,Immed,b3
84,target,HF,1,1.251000047,1,55,Long,Immed,b3
85,lure,LF,0,2.250999928,1,55,Long,Immed,b3
86,lure,LF,0,1.315000057,1,55,Long,Immed,b3
87,target,LF,1,0.651000023,1,55,Long,Immed,b3
88,lure,LF,1,3.364000082,0,55,Long,Immed,b3
89,target,HF,0,1.036000013,0,55,Long,Immed,b3
90,lure,HF,0,1.203999996,1,55,Long,Immed,b3
91,target,HF,1,1.340000033,1,55,Long,Immed,b3
92,lure,HF,1,0.80400002,0,55,Long,Immed,b3
93,target,LF,1,0.739000022,1,55,Long,Immed,b3
94,target,LF,1,0.81099999,1,55,Long,Immed,b3
95,target,LF,1,0.787,1,55,Long,Immed,b3
0,lure,HF,0,1.458999991,1,55,Short,Immed,b0
1,target,HF,1,0.827000022,1,55,Short,Immed,b0
2,lure,LF,0,0.842999995,1,55,Short,Immed,b0
3,target,HF,0,1.422999978,0,55,Short,Immed,b0
4,lure,HF,0,1.794999957,1,55,Short,Immed,b0
5,target,LF,1,0.690999985,1,55,Short,Immed,b0
6,lure,LF,0,0.74000001,1,55,Short,Immed,b0
7,lure,LF,0,0.924000025,1,55,Short,Immed,b0
8,target,LF,1,0.65200001,1,55,Short,Immed,b0
9,lure,HF,0,1.388000011,1,55,Short,Immed,b0
10,target,HF,0,1.779000044,0,55,Short,Immed,b0
11,target,HF,1,0.748000026,1,55,Short,Immed,b0
12,lure,LF,0,0.851000011,1,55,Short,Immed,b0
13,target,LF,1,0.63499999,1,55,Short,Immed,b0
14,lure,HF,1,1.106999993,0,55,Short,Immed,b0
15,target,LF,1,0.699000001,1,55,Short,Immed,b0
16,target,LF,1,0.717000008,1,55,Short,Immed,b0
17,lure,HF,0,0.925000012,1,55,Short,Immed,b0
18,target,HF,1,1.246000051,1,55,Short,Immed,b0
19,lure,HF,0,0.797999978,1,55,Short,Immed,b0
20,target,LF,1,0.596000016,1,55,Short,Immed,b0
21,target,HF,1,0.89200002,1,55,Short,Immed,b0
22,lure,LF,0,0.723999977,1,55,Short,Immed,b0
23,lure,LF,0,1.059000015,1,55,Short,Immed,b0
0,target,LF,1,1.19599998,1,55,Short,Delay,b0
1,lure,LF,0,0.771000028,1,55,Short,Delay,b0
2,lure,HF,0,0.916000009,1,55,Short,Delay,b0
3,lure,HF,0,0.828000009,1,55,Short,Delay,b0
4,target,LF,1,1.72300005,1,55,Short,Delay,b0
5,target,HF,1,0.795000017,1,55,Short,Delay,b0
6,lure,LF,0,1.082999945,1,55,Short,Delay,b0
7,target,LF,1,0.851000011,1,55,Short,Delay,b0
8,target,HF,0,0.683000028,0,55,Short,Delay,b0
9,lure,LF,0,0.771000028,1,55,Short,Delay,b0
10,target,LF,1,0.588,1,55,Short,Delay,b0
11,target,LF,1,0.626999974,1,55,Short,Delay,b0
12,lure,LF,0,0.778999984,1,55,Short,Delay,b0
13,target,HF,1,0.596000016,1,55,Short,Delay,b0
14,target,HF,0,1.988000035,0,55,Short,Delay,b0
15,lure,HF,0,0.731999993,1,55,Short,Delay,b0
16,lure,LF,1,1.80400002,0,55,Short,Delay,b0
17,lure,HF,0,1.347000003,1,55,Short,Delay,b0
18,lure,HF,0,1.258999944,1,55,Short,Delay,b0
19,target,HF,1,0.971000016,1,55,Short,Delay,b0
20,lure,HF,0,1.059000015,1,55,Short,Delay,b0
21,target,LF,1,0.651000023,1,55,Short,Delay,b0
22,target,HF,1,1.235000014,1,55,Short,Delay,b0
23,lure,LF,0,1.179999948,1,55,Short,Delay,b0
0,lure,HF,0,1.442999959,1,55,Long,Delay,b0
1,target,LF,1,0.843999982,1,55,Long,Delay,b0
2,target,LF,0,1.924000025,0,55,Long,Delay,b0
3,lure,LF,0,0.827000022,1,55,Long,Delay,b0
4,target,HF,1,1.659000039,1,55,Long,Delay,b0
5,lure,LF,0,0.819000006,1,55,Long,Delay,b0
6,lure,LF,0,0.954999983,1,55,Long,Delay,b0
7,lure,LF,0,0.834999979,1,55,Long,Delay,b0
8,lure,LF,0,1.315000057,1,55,Long,Delay,b0
9,lure,LF,0,0.746999979,1,55,Long,Delay,b0
10,target,LF,0,0.89200002,0,55,Long,Delay,b0
11,lure,HF,0,3.940999985,1,55,Long,Delay,b0
12,lure,HF,0,1.74000001,1,55,Long,Delay,b0
13,lure,LF,0,0.746999979,1,55,Long,Delay,b0
14,target,HF,1,0.675000012,1,55,Long,Delay,b0
15,target,LF,1,0.971000016,1,55,Long,Delay,b0
16,target,HF,1,0.658999979,1,55,Long,Delay,b0
17,target,LF,1,0.64200002,1,55,Long,Delay,b0
18,lure,HF,0,2.098999977,1,55,Long,Delay,b0
19,lure,HF,0,2.586999893,1,55,Long,Delay,b0
20,target,LF,1,0.796000004,1,55,Long,Delay,b0
21,lure,HF,0,1.067999959,1,55,Long,Delay,b0
22,lure,LF,0,0.843999982,1,55,Long,Delay,b0
23,target,LF,1,0.811999977,1,55,Long,Delay,b0
24,target,LF,1,0.660000026,1,55,Long,Delay,b1
25,lure,LF,0,1.97300005,1,55,Long,Delay,b1
26,target,LF,1,1.292999983,1,55,Long,Delay,b1
27,target,LF,1,0.652999997,1,55,Long,Delay,b1
28,lure,LF,0,1.73300004,1,55,Long,Delay,b1
29,target,HF,1,0.588999987,1,55,Long,Delay,b1
30,lure,HF,0,0.949999988,1,55,Long,Delay,b1
31,lure,LF,0,1.429999948,1,55,Long,Delay,b1
32,target,LF,1,1.228000045,1,55,Long,Delay,b1
33,target,HF,0,2.709000111,0,55,Long,Delay,b1
34,target,HF,1,0.930999994,1,55,Long,Delay,b1
35,target,LF,0,1.580000043,0,55,Long,Delay,b1
36,lure,HF,0,0.963,1,55,Long,Delay,b1
37,target,LF,1,0.834999979,1,55,Long,Delay,b1
38,target,LF,1,0.690999985,1,55,Long,Delay,b1
39,target,HF,1,0.595000029,1,55,Long,Delay,b1
40,lure,HF,1,1.547000051,0,55,Long,Delay,b1
41,lure,LF,0,1.860000014,1,55,Long,Delay,b1
42,lure,LF,0,0.755999982,1,55,Long,Delay,b1
43,target,HF,1,0.748000026,1,55,Long,Delay,b1
44,lure,LF,0,0.916000009,1,55,Long,Delay,b1
45,lure,HF,1,1.131999969,0,55,Long,Delay,b1
46,lure,LF,0,0.986999989,1,55,Long,Delay,b1
47,target,HF,0,1.794999957,0,55,Long,Delay,b1
48,lure,HF,0,0.95599997,1,55,Long,Delay,b2
49,lure,HF,0,1.243000031,1,55,Long,Delay,b2
50,target,HF,1,1.154999971,1,55,Long,Delay,b2
51,target,HF,1,0.924000025,1,55,Long,Delay,b2
52,target,LF,1,1.452000022,1,55,Long,Delay,b2
53,target,HF,1,0.675000012,1,55,Long,Delay,b2
54,lure,HF,0,1.220000029,1,55,Long,Delay,b2
55,lure,HF,0,1.603999972,1,55,Long,Delay,b2
56,target,HF,1,3.171000004,1,55,Long,Delay,b2
57,lure,HF,1,1.090999961,0,55,Long,Delay,b2
58,lure,LF,0,0.72299999,1,55,Long,Delay,b2
59,target,HF,1,0.731999993,1,55,Long,Delay,b2
60,lure,HF,1,1.139000058,0,55,Long,Delay,b2
61,lure,HF,0,1.082999945,1,55,Long,Delay,b2
62,lure,HF,0,5.323999882,1,55,Long,Delay,b2
63,lure,LF,0,0.748000026,1,55,Long,Delay,b2
64,lure,HF,0,1.171000004,1,55,Long,Delay,b2
65,lure,HF,0,3.203000069,1,55,Long,Delay,b2
66,target,LF,1,1.307000041,1,55,Long,Delay,b2
67,target,HF,0,0.72299999,0,55,Long,Delay,b2
68,target,HF,1,1.059999943,1,55,Long,Delay,b2
69,target,LF,1,0.987999976,1,55,Long,Delay,b2
70,lure,HF,1,1.123999953,0,55,Long,Delay,b2
71,lure,LF,0,0.667999983,1,55,Long,Delay,b2
72,target,HF,0,1.003999949,0,55,Long,Delay,b3
73,target,LF,0,1.491999984,0,55,Long,Delay,b3
74,target,HF,1,1.274999976,1,55,Long,Delay,b3
75,target,LF,1,0.859000027,1,55,Long,Delay,b3
76,lure,LF,0,0.819000006,1,55,Long,Delay,b3
77,lure,HF,0,1.156999946,1,55,Long,Delay,b3
78,target,HF,0,1.029999971,0,55,Long,Delay,b3
79,target,LF,1,0.828999996,1,55,Long,Delay,b3
80,target,HF,0,0.88499999,0,55,Long,Delay,b3
81,target,HF,1,1.059000015,1,55,Long,Delay,b3
82,target,LF,1,0.74000001,1,55,Long,Delay,b3
83,lure,LF,0,0.885999978,1,55,Long,Delay,b3
84,target,LF,1,2.165999889,1,55,Long,Delay,b3
85,lure,LF,1,0.973999977,0,55,Long,Delay,b3
86,lure,LF,0,0.778999984,1,55,Long,Delay,b3
87,lure,HF,0,1.034999967,1,55,Long,Delay,b3
88,lure,LF,1,1.835000038,0,55,Long,Delay,b3
89,target,HF,1,0.971000016,1,55,Long,Delay,b3
90,target,HF,1,1.299999952,1,55,Long,Delay,b3
91,target,LF,1,0.658999979,1,55,Long,Delay,b3
92,lure,LF,0,0.916000009,1,55,Long,Delay,b3
93,lure,HF,1,2.220999956,0,55,Long,Delay,b3
94,target,HF,1,0.971000016,1,55,Long,Delay,b3
95,target,LF,1,0.716000021,1,55,Long,Delay,b3
0,lure,HF,0,1.508000016,1,56,Long,Immed,b0
1,lure,LF,1,1.121000051,0,56,Long,Immed,b0
2,lure,LF,0,1.088000059,1,56,Long,Immed,b0
3,target,HF,1,1.072999954,1,56,Long,Immed,b0
4,target,LF,1,0.816999972,1,56,Long,Immed,b0
5,lure,HF,1,0.792999983,0,56,Long,Immed,b0
6,lure,LF,0,1.146000028,1,56,Long,Immed,b0
